period,drL_Boris,drL_RK4,drL_SPPINN
1,5.438959822042074e-16,2.7945559946390143e-08,0.000413770055965903
2,7.251946429389432e-16,5.5891122249662875e-08,7.779607540074775e-05
3,5.438959822042074e-16,8.383668745371418e-08,9.484450583161205e-05
4,7.251946429389432e-16,1.1178225827802396e-07,0.00014115891613676254
5,0.0,1.39727831640515e-07,0.0003402546505210531
6,3.625973214694716e-16,1.676734093541739e-07,5.931895909389664e-05
7,0.0,1.9561899051250736e-07,0.0006364642509850392
8,5.438959822042074e-16,2.2356457547811267e-07,0.0005888811782957796
9,1.812986607347358e-16,2.5151016497618453e-07,0.0008371139137597778
10,5.438959822042074e-16,2.794557573750349e-07,0.001308654315997808
11,9.06493303673679e-16,3.0740135358115724e-07,0.001202555498649853
12,5.438959822042074e-16,3.3534695504494067e-07,0.0019343117214852387
13,5.438959822042074e-16,3.632925588656067e-07,0.0018657417009145907
14,1.812986607347358e-15,3.912381670374406e-07,0.0023704291540389334
15,2.1755839288168296e-15,4.191837790165464e-07,0.0027560997631034456
16,1.4503892858778864e-15,4.4712939534682e-07,0.0028379540066428587
17,1.9942852680820937e-15,4.750750151217682e-07,0.0036116402458719
18,1.812986607347358e-15,5.030206383413909e-07,0.0035347312934181723
19,1.631687946612622e-15,5.309662651869869e-07,0.004220673476287869
20,1.0877919644084148e-15,5.589118960211534e-07,0.004459549607627624
21,1.0877919644084148e-15,5.868575302999944e-07,0.00471349487116147
22,1.9942852680820937e-15,6.148031687487047e-07,0.005407637718056063
23,1.9942852680820937e-15,6.427488108233882e-07,0.005334805803336249
24,2.1755839288168296e-15,6.706944568866421e-07,0.006099908424314004
25,1.631687946612622e-15,6.98640106213272e-07,0.00615621246618279
26,2.1755839288168296e-15,7.265857591658751e-07,0.006541816033827196
27,1.631687946612622e-15,7.545314168322434e-07,0.007046187744984435
28,1.9942852680820937e-15,7.824770783058835e-07,0.006987190872951797
29,2.5381812502863012e-15,8.104227432241982e-07,0.007716247255032736
30,2.5381812502863012e-15,8.383684121310835e-07,0.007583996725836169
31,3.263375893225244e-15,8.663140846639419e-07,0.008043343997375366
32,3.807271875429452e-15,8.942597613666695e-07,0.008277834267154345
33,4.532466518368395e-15,9.222054411514745e-07,0.008238952328067437
34,4.169869196898923e-15,9.501511247435512e-07,0.008820013535531818
35,3.9885705361641875e-15,9.780968128680945e-07,0.00852205226676576
36,4.532466518368395e-15,1.0060425047999098e-06,0.008987936006588806
37,5.0763625005726024e-15,1.0339882001763994e-06,0.008916229289130505
38,5.62025848277681e-15,1.0619338995414597e-06,0.008900796399168812
39,6.1641544649810174e-15,1.0898796021698958e-06,0.00924241419666601
40,6.1641544649810174e-15,1.1178253091494998e-06,0.008825109499703112
41,5.9828558042462816e-15,1.145771019211181e-06,0.009229498495969903
42,6.526751786450488e-15,1.1737167332614328e-06,0.008864656328797325
43,6.1641544649810174e-15,1.2016624514815538e-06,0.008874004580748444
44,6.1641544649810174e-15,1.2296081731463492e-06,0.008920678089398478
45,6.1641544649810174e-15,1.257553898437118e-06,0.008446172485685629
46,6.345453125715753e-15,1.2854996277164574e-06,0.008728759396000072
47,6.345453125715753e-15,1.3134453604404711e-06,0.008129853044212513
48,6.708050447185224e-15,1.3413910978782501e-06,0.008163685149680546
49,7.614543750858903e-15,1.3693368382168076e-06,0.007906308321089316
50,6.526751786450488e-15,1.3972825825439358e-06,0.007443898849335145
51,6.88934910791996e-15,1.425228330497037e-06,0.007560530721199159
52,7.251946429389432e-15,1.4531740822574103e-06,0.006821650403532375
53,6.345453125715753e-15,1.4811198383689513e-06,0.006877451821902794
54,7.251946429389432e-15,1.5090655981064657e-06,0.006356014530491342
55,6.88934910791996e-15,1.5370113616512517e-06,0.005973449558537402
56,6.1641544649810174e-15,1.5649571282781152e-06,0.00590362572973527
57,6.1641544649810174e-15,1.5929028994374451e-06,0.005138093920767739
58,5.9828558042462816e-15,1.6208486747666442e-06,0.00521003871781433
59,6.345453125715753e-15,1.6487944531779204e-06,0.004507392217501819
60,5.801557143511546e-15,1.676740235759066e-06,0.00426228203512457
61,5.438959822042074e-15,1.7046860221474833e-06,0.00401413167958591
62,5.801557143511546e-15,1.7326318125244713e-06,0.003337135855932261
63,5.801557143511546e-15,1.760577605258342e-06,0.003415505629693256
64,7.251946429389432e-15,1.7885234028872762e-06,0.0026431985696468447
65,7.070647768654696e-15,1.816469203960885e-06,0.002574779411553818
66,7.433245090124167e-15,1.8444150092043632e-06,0.00218565925629493
67,7.433245090124167e-15,1.87236081734862e-06,0.0016979399017245927
68,7.977141072328375e-15,1.9003066293001485e-06,0.001769991908843851
69,8.15843973306311e-15,1.9282524457841437e-06,0.0010491900899187625
70,7.977141072328375e-15,1.9561982657128133e-06,0.0011713241263297271
71,6.88934910791996e-15,1.9841440896300535e-06,0.0007028342674012521
72,6.526751786450488e-15,2.0120899180797603e-06,0.00047710154868969997
73,5.257661161307338e-15,2.0400357492489467e-06,0.0005296001778248576
74,5.62025848277681e-15,2.0679815849505997e-06,2.8846957713960787e-05
75,5.257661161307338e-15,2.0959274246408237e-06,0.00026818772566682294
76,4.351167857633659e-15,2.1238732666879296e-06,0.0002040979885410437
77,4.532466518368395e-15,2.151819113086204e-06,0.0001330627368202113
78,4.895063839837867e-15,2.17976496329175e-06,0.00011039931937888218
79,5.0763625005726024e-15,2.2077108163980745e-06,0.00042291829835501874
80,4.895063839837867e-15,2.2356566740368656e-06,4.37031278064314e-06
81,5.62025848277681e-15,2.26360253530163e-06,0.0003956841726171975
82,6.345453125715753e-15,2.291548400917562e-06,3.647745780125947e-05
83,7.251946429389432e-15,2.3194942703407658e-06,4.800071030960443e-05
84,6.88934910791996e-15,2.347440143027346e-06,6.97201882129171e-05
85,7.070647768654696e-15,2.3753860195211975e-06,0.0004203815321777644
86,6.526751786450488e-15,2.40333190000362e-06,0.00015546636932201304
87,7.251946429389432e-15,2.4312777851998076e-06,0.0007507671365720235
88,7.070647768654696e-15,2.4592236731154746e-06,0.0007078429544480305
89,6.1641544649810174e-15,2.4871695646571153e-06,0.0009781269352009264
90,6.526751786450488e-15,2.5151154598247294e-06,0.001452111248016754
91,6.345453125715753e-15,2.5430613595248097e-06,0.0013617103940486903
92,5.9828558042462816e-15,2.571007262306967e-06,0.00210363826594712
93,5.801557143511546e-15,2.5989531694402927e-06,0.002038163700921596
94,6.1641544649810174e-15,2.626899080924786e-06,0.0025591185855482336
95,5.801557143511546e-15,2.6548449956726554e-06,0.0029406683748556704
96,6.1641544649810174e-15,2.682790913321303e-06,0.0030354225333152733
97,6.1641544649810174e-15,2.7107368351398198e-06,0.0038095875367460553
98,6.88934910791996e-15,2.7386827611282062e-06,0.0037336801371123792
99,6.88934910791996e-15,2.766628690379968e-06,0.004427720642956043
100,6.345453125715753e-15,2.794574623439002e-06,0.0046566945876935495
101,6.526751786450488e-15,2.822520560849204e-06,0.004918832254870861
102,6.88934910791996e-15,2.8504665015227815e-06,0.005603597956062394
103,6.526751786450488e-15,2.8784124458223326e-06,0.005529416932924009
104,6.526751786450488e-15,2.9063583937478564e-06,0.006293218921926243
105,6.526751786450488e-15,2.934304346387146e-06,0.006335513019646146
106,6.708050447185224e-15,2.962250303015006e-06,0.006723506343304624
107,6.1641544649810174e-15,2.990196262724943e-06,0.0072101070404385
108,6.526751786450488e-15,3.018142227329944e-06,0.00714752268300372
109,5.801557143511546e-15,3.046088195923515e-06,0.007865988558283583
110,5.801557143511546e-15,3.0740341672365666e-06,0.00771783504200541
111,5.801557143511546e-15,3.1019801425381885e-06,0.008173560479760878
112,5.257661161307338e-15,3.129926121103186e-06,0.008384739017151586
113,4.532466518368395e-15,3.1578721031128587e-06,0.008340548570115399
114,4.713765179103131e-15,3.1858180896549974e-06,0.008903219331280625
115,5.438959822042074e-15,3.2137640796418107e-06,0.00858984087399554
116,5.62025848277681e-15,3.241710073435896e-06,0.009046709775433835
117,5.257661161307338e-15,3.2696560717624476e-06,0.008949888911472957
118,5.257661161307338e-15,3.2976020724458823e-06,0.008928288790150566
119,5.62025848277681e-15,3.3255480780243805e-06,0.009246445714345184
120,6.345453125715753e-15,3.3534940870475533e-06,0.008816426766227117
121,6.88934910791996e-15,3.3814400991528033e-06,0.009207726465542498
122,6.526751786450488e-15,3.4093861161531173e-06,0.008819930053366645
123,6.88934910791996e-15,3.437332135691612e-06,0.008823301049575329
124,6.526751786450488e-15,3.4652781599438723e-06,0.008845056606666511
125,6.1641544649810174e-15,3.4932241880034046e-06,0.008362346751267765
126,5.9828558042462816e-15,3.5211702200515075e-06,0.008629629410998894
127,6.1641544649810174e-15,3.5491162544564927e-06,0.008013451124060928
128,5.257661161307338e-15,3.5770622933939444e-06,0.008042513035511916
129,4.895063839837867e-15,3.6050083359573696e-06,0.007762704462645415
130,5.257661161307338e-15,3.6329543821467676e-06,0.00729781034797434
131,5.438959822042074e-15,3.660900433049931e-06,0.007399130800126748
132,5.9828558042462816e-15,3.6888464870351717e-06,0.006651211336076547
133,6.345453125715753e-15,3.7167925441024895e-06,0.0067042232366995025
134,7.433245090124167e-15,3.7447386060648713e-06,0.0061664459071023026
135,7.614543750858903e-15,3.7726846720158236e-06,0.005787576731783736
136,7.795842411593639e-15,3.80063074141145e-06,0.005704738359633171
137,8.15843973306311e-15,3.828576814251752e-06,0.004939654814799334
138,8.521037054532582e-15,3.856522891987117e-06,0.005011179177143315
139,8.702335715267318e-15,3.884468972623261e-06,0.004300909673940792
140,8.339738393797847e-15,3.912415057247975e-06,0.004065274330922349
141,7.433245090124167e-15,3.940361146586454e-06,0.003808482354524185
142,7.977141072328375e-15,3.968307238463115e-06,0.0031412738660488203
143,8.702335715267318e-15,3.996253334147048e-06,0.003221558482673117
144,9.608829018940997e-15,4.024199433819551e-06,0.002451523949659107
145,8.521037054532582e-15,4.052145538205819e-06,0.0023970607728622446
146,8.702335715267318e-15,4.080091645492867e-06,0.0020051553205387546
147,8.15843973306311e-15,4.108037756224588e-06,0.0015350854925484155
148,7.795842411593639e-15,4.135983870582283e-06,0.00161099164455197
149,7.614543750858903e-15,4.163929990197638e-06,0.0009019068519372262
150,7.614543750858903e-15,4.19187611307637e-06,0.001040389626020184
151,7.070647768654696e-15,4.2198222383119845e-06,0.0005755389219564024
152,6.708050447185224e-15,4.247768368623961e-06,0.00037272619606288195
153,6.88934910791996e-15,4.2757145021993135e-06,0.00043037577781062617
154,7.070647768654696e-15,4.303660640307133e-06,0.00010886033813512519
155,6.708050447185224e-15,4.331606782040926e-06,0.0002043223586092481
156,6.708050447185224e-15,4.359552927038093e-06,0.00025842211691538234
157,6.345453125715753e-15,4.387499076930326e-06,0.0001625743060270291
158,6.526751786450488e-15,4.415445228998142e-06,0.00013423096352326835
159,6.708050447185224e-15,4.443391385235828e-06,0.00042310725209498414
160,6.88934910791996e-15,4.471337545824681e-06,1.7472739019916028e-05
161,6.1641544649810174e-15,4.499283709676909e-06,0.00036869938554671413
162,6.345453125715753e-15,4.5272298771551115e-06,1.3483429522557695e-05
163,5.801557143511546e-15,4.55517604916578e-06,7.370922750510835e-06
164,5.9828558042462816e-15,4.583122224439826e-06,1.0086647058505661e-05
165,5.801557143511546e-15,4.611068404246337e-06,0.0005084111238575327
166,5.801557143511546e-15,4.639014586953626e-06,0.0002594090800397207
167,5.0763625005726024e-15,4.6669607736494865e-06,0.0008722935952749289
168,5.438959822042074e-15,4.69490696524041e-06,0.0008337510692098945
169,5.62025848277681e-15,4.722853159913412e-06,0.0011256096019893773
170,5.257661161307338e-15,4.750799358212387e-06,0.001601414212545561
171,5.62025848277681e-15,4.778745559230841e-06,0.0015263512860870343
172,5.257661161307338e-15,4.806691764419165e-06,0.0022776491254820615
173,5.801557143511546e-15,4.8346379743212535e-06,0.002214870147486986
174,5.801557143511546e-15,4.862584187486719e-06,0.0027513737806477887
175,6.345453125715753e-15,4.890530404640754e-06,0.0031281257255989904
176,5.801557143511546e-15,4.918476625420763e-06,0.003235231588854622
177,5.257661161307338e-15,4.946422849464147e-06,0.004008969310544805
178,5.801557143511546e-15,4.974369078221297e-06,0.003933600146996981
179,6.1641544649810174e-15,5.002315309516627e-06,0.00463488525856522
180,5.9828558042462816e-15,5.03026154588832e-06,0.004853334983076806
181,5.801557143511546e-15,5.05820778552339e-06,0.005123020754478112
182,6.1641544649810174e-15,5.086154029509627e-06,0.005797544402183724
183,5.9828558042462816e-15,5.114100277303136e-06,0.005721558145067867
184,5.801557143511546e-15,5.1420465290852155e-06,0.00648319540200124
185,5.9828558042462816e-15,5.169992783949372e-06,0.006511005591549167
186,5.62025848277681e-15,5.197939042983398e-06,0.0069007493520487195
187,6.1641544649810174e-15,5.2258853065498905e-06,0.0073688948964281825
188,5.62025848277681e-15,5.253831572654564e-06,0.007302345896950487
189,6.1641544649810174e-15,5.28177784256651e-06,0.008009474020411418
190,5.257661161307338e-15,5.309724116104428e-06,0.007845156875588163
191,4.895063839837867e-15,5.337670393812217e-06,0.008296719636126455
192,4.895063839837867e-15,5.365616675689874e-06,0.008484191677038849
193,5.438959822042074e-15,5.393562961374803e-06,0.008434455642876725
194,5.801557143511546e-15,5.4215092503231075e-06,0.008978219289904148
195,6.1641544649810174e-15,5.4494555436225805e-06,0.00864940845810161
196,6.1641544649810174e-15,5.477401840548026e-06,0.00909689465804182
197,6.1641544649810174e-15,5.5053481409181475e-06,0.00897491327733208
198,6.526751786450488e-15,5.5332944450955395e-06,0.008947088322295639
199,6.526751786450488e-15,5.561240752173711e-06,0.009241581726572475
200,6.526751786450488e-15,5.58918706487214e-06,0.008799077746999468
201,6.526751786450488e-15,5.617133381015244e-06,0.009177142437853081
202,6.526751786450488e-15,5.645079700784321e-06,0.008766695234482525
203,7.070647768654696e-15,5.673026023816775e-06,0.008764220893016624
204,7.614543750858903e-15,5.700972350837799e-06,0.008761207771133228
205,6.88934910791996e-15,5.728918682028692e-06,0.00827073539173083
206,7.070647768654696e-15,5.7568650168455575e-06,0.008522810771170506
207,7.070647768654696e-15,5.784811353656709e-06,0.007889960890134672
208,7.251946429389432e-15,5.81275769590682e-06,0.007914552538062893
209,7.070647768654696e-15,5.8407040414203075e-06,0.007612795859016998
210,7.433245090124167e-15,5.868650391103664e-06,0.0071460116762522745
211,7.251946429389432e-15,5.8965967444129926e-06,0.007232350033225335
212,6.708050447185224e-15,5.924543101166997e-06,0.006476193287040132
213,6.88934910791996e-15,5.952489461728273e-06,0.006526834507423808
214,7.070647768654696e-15,5.980435825734224e-06,0.005973461569889679
215,6.526751786450488e-15,6.008382194272641e-06,0.005598952569124664
216,7.977141072328375e-15,6.036328566437031e-06,0.005503618851116002
217,7.614543750858903e-15,6.064274941864797e-06,0.004739865678690329
218,7.795842411593639e-15,6.092221322731523e-06,0.004811439795144861
219,8.15843973306311e-15,6.120167705955132e-06,0.004094433659940956
220,8.883634376002054e-15,6.148114093348609e-06,0.0038689086929875435
221,9.06493303673679e-15,6.17606048436806e-06,0.0036041110469876353
222,8.702335715267318e-15,6.204006879738679e-06,0.0029475224355943143
223,7.795842411593639e-15,6.231953278916569e-06,0.003030169479303023
224,8.339738393797847e-15,6.259899681901732e-06,0.002263292331301184
225,8.702335715267318e-15,6.287846088512868e-06,0.0022232905406193745
226,9.427530358206262e-15,6.315792498568678e-06,0.0018292557610025495
227,9.790127679675733e-15,6.343738912069163e-06,0.0013774964537126592
228,9.790127679675733e-15,6.371685330283413e-06,0.001457613531282419
229,1.0515322322614677e-14,6.399631751761039e-06,0.000760987086688523
230,1.124051696555362e-14,6.427578176864638e-06,0.0009161074643417647
231,1.1421815626288356e-14,6.455524606138107e-06,0.00045546550547071173
232,1.0515322322614677e-14,6.483471038674951e-06,0.00027596312757342166
233,9.790127679675733e-15,6.511417475562963e-06,0.0003389771352185497
234,9.427530358206262e-15,6.539363915170455e-06,0.00018056563155372432
235,8.883634376002054e-15,6.567310358766518e-06,0.00014878421965329664
236,9.246231697471526e-15,6.5952568065324496e-06,0.0003040325000916688
237,9.427530358206262e-15,6.623203258649549e-06,0.0001833149127758459
238,9.06493303673679e-15,6.651149713486128e-06,0.00014925176852680102
239,9.790127679675733e-15,6.679096172673876e-06,0.0004143324047292139
240,1.0152725001145205e-14,6.707042636031492e-06,3.928175963684781e-05
241,1.0515322322614677e-14,6.734989102289887e-06,0.00033287144148664183
242,1.0877919644084148e-14,6.76293557308075e-06,7.19967481546178e-05
243,1.124051696555362e-14,6.790882046409792e-06,7.11562368249506e-05
244,1.033402366187994e-14,6.818828524633899e-06,9.811404202144806e-05
245,9.971426340410469e-15,6.846775006846576e-06,0.0006041708492329434
246,9.790127679675733e-15,6.87472149232263e-06,0.0003709461206987751
247,9.608829018940997e-15,6.9026679816059545e-06,0.0010008144354658084
248,1.0515322322614677e-14,6.9306144757843435e-06,0.0009663565096092821
249,1.0515322322614677e-14,6.958560972863511e-06,0.001279285899047575
250,9.971426340410469e-15,6.986507473931249e-06,0.0017562712942770931
251,9.427530358206262e-15,7.0144539788062585e-06,0.0016961644752051528
252,9.427530358206262e-15,7.042400488213735e-06,0.0024560129146146397
253,8.883634376002054e-15,7.070346999796795e-06,0.002395517380542663
254,9.246231697471526e-15,7.098293515187128e-06,0.002946834312074982
255,8.521037054532582e-15,7.126240035291225e-06,0.003318106926293706
256,8.15843973306311e-15,7.154186559021296e-06,0.0034370044958394485
257,8.339738393797847e-15,7.182133085470846e-06,0.004209404705834752
258,7.977141072328375e-15,7.210079616090266e-06,0.004134107617822414
259,8.15843973306311e-15,7.238026150698256e-06,0.004841779319107068
260,7.795842411593639e-15,7.2659726883883235e-06,0.005049089998647813
261,7.251946429389432e-15,7.293919230973455e-06,0.005325679243127133
262,7.070647768654696e-15,7.321865777003261e-06,0.005989105926148573
263,7.070647768654696e-15,7.349812327384234e-06,0.00591086533191867
264,6.88934910791996e-15,7.377758882478974e-06,0.0066694824178083955
265,6.345453125715753e-15,7.405705439749296e-06,0.0066823520074387925
266,5.801557143511546e-15,7.4336520006455924e-06,0.007073217538359836
267,5.438959822042074e-15,7.461598566074355e-06,0.007522246237584122
268,5.257661161307338e-15,7.489545135672987e-06,0.007451371251998587
269,4.713765179103131e-15,7.517491708172397e-06,0.008146434776656157
270,4.895063839837867e-15,7.5454382848416765e-06,0.007965717788611161
271,5.0763625005726024e-15,7.5733848645930335e-06,0.008412596643947702
272,4.895063839837867e-15,7.601331448876857e-06,0.008575998552302386
273,4.169869196898923e-15,7.62927803588016e-06,0.008520502031291243
274,3.625973214694716e-15,7.657224627959826e-06,0.009044871208119382
275,2.900778571755773e-15,7.685171223302867e-06,0.008700640776437701
276,3.263375893225244e-15,7.713117821727986e-06,0.009138401947660378
277,3.9885705361641875e-15,7.741064425229468e-06,0.008991248438564093
278,4.169869196898923e-15,7.769011031813026e-06,0.008957166189186006
279,4.351167857633659e-15,7.796957642929051e-06,0.009227827463711626
280,4.895063839837867e-15,7.824904257127154e-06,0.008773095307841745
281,4.713765179103131e-15,7.85285087603902e-06,0.009137807143362877
282,4.713765179103131e-15,7.880797498395563e-06,0.008705045584406525
283,5.0763625005726024e-15,7.908744124378079e-06,0.008696882055422439
284,5.257661161307338e-15,7.936690753805268e-06,0.008669283182398351
285,5.438959822042074e-15,7.964637387583626e-06,0.008171513552041305
286,5.257661161307338e-15,7.992584024987956e-06,0.008408505020172331
287,5.62025848277681e-15,8.02053066601826e-06,0.007759610195516275
288,5.438959822042074e-15,8.048477311037135e-06,0.00778005108351351
289,5.257661161307338e-15,8.076423959681984e-06,0.0074568578951369705
290,4.351167857633659e-15,8.104370611590207e-06,0.006988794292042702
291,4.351167857633659e-15,8.132317267849599e-06,0.0070605011052187186
292,5.0763625005726024e-15,8.160263927553665e-06,0.006296924840346189
293,4.713765179103131e-15,8.1882105914276e-06,0.006345626087010568
294,4.532466518368395e-15,8.216157258383613e-06,0.0057774196085084465
295,4.351167857633659e-15,8.24410393005339e-06,0.005407941129873693
296,3.9885705361641875e-15,8.272050605167842e-06,0.005300644061274188
297,3.807271875429452e-15,8.299997284452165e-06,0.00453910665968848
298,3.263375893225244e-15,8.327943966274667e-06,0.0046112030274020645
299,2.900778571755773e-15,8.355890653173533e-06,0.003888350904504964
300,2.5381812502863012e-15,8.383837342791878e-06,0.0036735663243100776
301,2.5381812502863012e-15,8.41178403676139e-06,0.003401401012206652
302,2.900778571755773e-15,8.43973073399428e-06,0.0027562550199979018
303,1.9942852680820937e-15,8.467677435397038e-06,0.002841704458188732
304,1.631687946612622e-15,8.495624140063172e-06,0.002078859656768259
305,1.631687946612622e-15,8.52357084835528e-06,0.002053807971001623
306,1.631687946612622e-15,8.551517561905048e-06,0.0016582903206261487
307,1.631687946612622e-15,8.579464278355594e-06,0.0012254809299231527
308,1.631687946612622e-15,8.607410998613414e-06,0.001310149363609211
309,1.4503892858778864e-15,8.635357722678503e-06,0.0006267001595634264
310,1.4503892858778864e-15,8.663304450913464e-06,0.0007987214818170375
311,2.3568825895515654e-15,8.691251182049202e-06,0.0003428378803567355
312,2.1755839288168296e-15,8.71919791735481e-06,0.00018700580905907957
313,2.3568825895515654e-15,8.747144655923793e-06,0.0002555751893414174
314,2.5381812502863012e-15,8.775091399025243e-06,0.00024382309135630157
315,2.900778571755773e-15,8.803038145933966e-06,0.00010168279540429119
316,2.5381812502863012e-15,8.830984896649959e-06,0.00034084701889518763
317,2.1755839288168296e-15,8.858931650991926e-06,0.0001952371860075301
318,1.812986607347358e-15,8.886878408959866e-06,0.00015543955692057625
319,1.2690906251431506e-15,8.914825171097677e-06,0.00039660639031413846
320,9.06493303673679e-16,8.942771936498862e-06,6.975490003704154e-05
321,3.625973214694716e-16,8.970718706251214e-06,0.00028827298262759567
322,3.625973214694716e-16,8.998665479448243e-06,0.00013895610186541438
323,1.812986607347358e-16,9.026612255908645e-06,0.0001432248787562584
324,5.438959822042074e-16,9.054559036720217e-06,0.00019419874121885734
325,1.812986607347358e-16,9.082505821339062e-06,0.0007074731487177358
326,3.625973214694716e-16,9.11045260940258e-06,0.0004898621440345511
327,1.812986607347358e-16,9.13839940109207e-06,0.0011360869662941924
328,1.812986607347358e-16,9.166346198039223e-06,0.0011053975551612574
329,3.625973214694716e-16,9.194292997161959e-06,0.0014388680675383393
330,1.812986607347358e-16,9.222239800635863e-06,0.0019163799506042238
331,5.438959822042074e-16,9.250186608098338e-06,0.0018708266671211436
332,7.251946429389432e-16,9.278133419549383e-06,0.002638389926512726
333,7.251946429389432e-16,9.306080234263805e-06,0.002579754506963606
334,5.438959822042074e-16,9.334027053148095e-06,0.0031451337914249872
335,5.438959822042074e-16,9.361973876020955e-06,0.003510242429225075
