period,drL_Boris,drL_RK4,drL_SPPINN,dgamma_Boris,dgamma_RK4,dgamma_SPPINN
2661,2.3387527234780917e-14,7.437652266685841e-05,2.669441941573835e-05,2.2382096176443155e-14,7.14013555409565e-05,2.5626656320554275e-05
2671,2.3024929913311446e-14,7.465607911769091e-05,2.638542998107095e-06,2.2026824808563106e-14,7.1669728933621e-05,2.5330014118196686e-06
2681,2.2662332591841974e-14,7.493563594798152e-05,1.084552187418533e-05,2.1671553440683054e-14,7.193810268759648e-05,1.041170325759566e-05
2691,2.1030644645229353e-14,7.521519315773023e-05,2.8284529234353968e-05,2.0250467969162856e-14,7.220647680306058e-05,2.715316342474239e-05
2701,2.1755839288168296e-14,7.549475074312975e-05,1.7576832131132092e-06,2.078337502098293e-14,7.247485127592768e-05,1.6873759436819568e-06
2711,2.0124151341555672e-14,7.577430871161334e-05,1.6170369298906572e-05,1.9184653865522706e-14,7.274322611365847e-05,1.5523559547148125e-05
2721,1.758597009126937e-14,7.605386705611035e-05,2.4972700583843367e-05,1.6697754290362355e-14,7.301160130932516e-05,2.3973804533916622e-05
2731,1.758597009126937e-14,7.633342577934028e-05,1.4842863931628006e-06,1.6697754290362355e-14,7.327997686559228e-05,1.4249148952316659e-06
2741,1.9942852680820938e-14,7.661298488021531e-05,1.7876002712616108e-05,1.9184653865522706e-14,7.354835278139404e-05,1.7160968739204917e-05
2751,2.0124151341555672e-14,7.689254436091102e-05,1.7234508048331857e-05,1.9184653865522706e-14,7.381672905886205e-05,1.6545133429168855e-05
2761,1.5410386162452544e-14,7.717210422052095e-05,6.440367532277419e-06,1.4566126083082053e-14,7.408510569710814e-05,6.182752034611383e-06
2771,1.3597399555105184e-14,7.7451664455963e-05,1.6366528796748013e-05,1.2967404927621828e-14,7.435348269293484e-05,1.5711872787704806e-05
2781,1.432259419804413e-14,7.773122507122574e-05,6.669665212870203e-06,1.3677947663381929e-14,7.462186005078309e-05,6.4028794582782215e-06
2791,1.5229087501717807e-14,7.801078606685308e-05,1.1641079026833233e-05,1.4566126083082053e-14,7.489023777047521e-05,1.1175433263943545e-05
2801,1.5410386162452544e-14,7.829034743921903e-05,1.2890421310640094e-05,1.474376176702208e-14,7.515861584881379e-05,1.2374807648463105e-05
2811,1.6679476787595693e-14,7.856990919140567e-05,4.413900077259181e-06,1.580957587066223e-14,7.542699428899624e-05,4.237343700275175e-06
2821,1.5229087501717807e-14,7.884947132014963e-05,1.5236890159146058e-05,1.4566126083082053e-14,7.569537308746988e-05,1.4627410095258142e-05
2831,1.0877919644084148e-14,7.912903383107117e-05,9.087722981467352e-06,1.0302869668521452e-14,7.596375224991903e-05,8.724215647681888e-06
2841,1.0152725001145205e-14,7.940859671873133e-05,1.3615342975448946e-05,9.769962616701378e-15,7.623213177083698e-05,1.3070725697161833e-05
2851,9.246231697471526e-15,7.96881599838553e-05,1.558773017199885e-05,8.704148513061228e-15,7.650051165146721e-05,1.4964216299873101e-05
2861,7.977141072328375e-15,7.996772362734957e-05,6.438463372567874e-06,7.638334409421077e-15,7.676889189216496e-05,6.18092563353656e-06
2871,1.033402366187994e-14,8.024728765120844e-05,1.907629740639018e-05,9.769962616701378e-15,7.703727249488423e-05,1.8313238523148812e-05
2881,1.033402366187994e-14,8.052685205198721e-05,1.1817247658669533e-05,9.769962616701378e-15,7.730565345660523e-05,1.1344555071168826e-05
2891,8.15843973306311e-15,8.080641683439968e-05,5.783766315723774e-06,7.815970093361103e-15,7.75740347815912e-05,5.552416305398822e-06
2901,1.0877919644084148e-14,8.108598199191907e-05,1.9952455753063504e-05,1.0302869668521452e-14,7.784241646362489e-05,1.9154349879357823e-05
2911,1.2328308929962035e-14,8.136554752817135e-05,4.156908629195099e-06,1.1723955140041652e-14,7.811079850643665e-05,3.990631952355272e-06
2921,1.432259419804413e-14,8.164511344261265e-05,7.0671413559239e-06,1.3677947663381929e-14,7.837918090913831e-05,6.784456660646754e-06
2931,1.5410386162452544e-14,8.192467973905023e-05,1.6587787431115567e-05,1.4566126083082053e-14,7.864756367563786e-05,1.5924270650913287e-05
2941,1.7948567412738842e-14,8.220424641295161e-05,6.033356367070865e-06,1.7230661342182428e-14,7.891594680149438e-05,5.792022811235143e-06
2951,1.7042074109065165e-14,8.24838134661298e-05,9.374758320234315e-06,1.6342482922482303e-14,7.918433028848426e-05,8.999769674744584e-06
2961,1.5772983483922016e-14,8.2763380895684e-05,1.0347618490438737e-05,1.4921397450962105e-14,7.945271413376532e-05,9.933711695175874e-06
2971,1.4866490180248335e-14,8.304294870342721e-05,1.658387803352325e-05,1.4210854715202004e-14,7.972109833911389e-05,1.5920528192481242e-05
2981,1.287220491216624e-14,8.332251689099112e-05,1.1260866401511782e-05,1.2256862191861729e-14,7.998948290595109e-05,1.08104341800086e-05
2991,1.287220491216624e-14,8.360208545819443e-05,3.168548040457199e-06,1.2256862191861729e-14,8.025786783445454e-05,3.041805926251584e-06
3001,1.3416100894370448e-14,8.388165440213634e-05,2.5085814967933986e-05,1.2789769243681804e-14,8.052625312160444e-05,2.4082394451241385e-05
3011,1.5229087501717807e-14,8.416122372444856e-05,1.125600332256297e-05,1.4566126083082053e-14,8.079463876882187e-05,1.080576562220159e-05
3021,1.649817812686096e-14,8.444079342494979e-05,3.0338582844847842e-06,1.5631940186722205e-14,8.106302477628446e-05,2.9125041297817234e-06
3031,1.432259419804413e-14,8.47203635061782e-05,2.9548241412816863e-05,1.3677947663381929e-14,8.133141114594623e-05,2.8366328519169316e-05
3041,1.287220491216624e-14,8.499993396432655e-05,8.3981508562839e-06,1.2256862191861729e-14,8.159979787478733e-05,8.06222617608654e-06
3051,1.4866490180248335e-14,8.527950480265816e-05,6.91924351860226e-06,1.4210854715202004e-14,8.186818496547232e-05,6.642474696860745e-06
3061,1.5410386162452544e-14,8.555907602117308e-05,2.8948346506366333e-05,1.4566126083082053e-14,8.213657241800121e-05,2.7790428735308127e-05
3071,1.5229087501717807e-14,8.58386476193274e-05,2.6181415127538244e-06,1.4566126083082053e-14,8.240496023219635e-05,2.513415983784739e-06
3081,1.4141295537309392e-14,8.611821959331383e-05,8.073589426009171e-06,1.3500311979441903e-14,8.267334840397211e-05,7.750647100301934e-06
3091,1.46851915195136e-14,8.639779194621446e-05,2.3511804332242035e-05,1.403321903126198e-14,8.294173693670359e-05,2.257134277243722e-05
3101,1.6135580805391487e-14,8.667736467676021e-05,5.1466169684267756e-06,1.5276668818842153e-14,8.321012582879206e-05,4.940751781212782e-06
3111,1.7404671430534636e-14,8.695693778893964e-05,7.057297487513911e-06,1.6697754290362355e-14,8.347851508450077e-05,6.775006544224027e-06
3121,1.6679476787595693e-14,8.723651127658859e-05,1.4640336399912652e-05,1.580957587066223e-14,8.374690469743484e-05,1.4054727059154004e-05
3131,1.287220491216624e-14,8.751608514278915e-05,1.3154252308877265e-05,1.2256862191861729e-14,8.401529467079172e-05,1.2628078894216799e-05
3141,1.1965711608492563e-14,8.779565938717871e-05,5.144377840586462e-06,1.1368683772161604e-14,8.428368500403848e-05,4.938603234982963e-06
3151,1.3416100894370448e-14,8.807523401265806e-05,4.508716698393895e-06,1.2789769243681804e-14,8.455207570055024e-05,4.328368420658535e-06
3161,1.4866490180248335e-14,8.835480901687032e-05,1.9324188121458783e-05,1.4210854715202004e-14,8.482046675730714e-05,1.8551213426931668e-05
3171,1.4141295537309392e-14,8.863438439854638e-05,3.841525536082382e-06,1.3500311979441903e-14,8.508885817359868e-05,3.687864797896623e-06
3181,1.432259419804413e-14,8.891396015913664e-05,4.548029911354276e-06,1.3677947663381929e-14,8.535724995066829e-05,4.3661083179102885e-06
3191,1.4141295537309392e-14,8.919353629809721e-05,2.1832528628367138e-05,1.3500311979441903e-14,8.562564208780543e-05,2.0959218331384476e-05
3201,1.4866490180248335e-14,8.947311281542808e-05,4.342327079178978e-06,1.4210854715202004e-14,8.589403458536538e-05,4.1686343578817285e-06
3211,1.5772983483922016e-14,8.975268971040407e-05,1.0674690376684761e-05,1.4921397450962105e-14,8.616242744228231e-05,1.024770057380664e-05
3221,2.030545000229041e-14,9.003226698229996e-05,1.9660676393996936e-05,1.936228954946273e-14,8.643082065820095e-05,1.8874241916577715e-05
3231,1.8673762055677786e-14,9.031184463383525e-05,7.090264593585606e-06,1.7763568394002505e-14,8.669921423525296e-05,6.8066549749445924e-06
3241,1.849246339494305e-14,9.059142266791072e-05,1.2974337037601839e-05,1.758593271006248e-14,8.696760817699101e-05,1.2455360324103993e-05
3251,1.8673762055677786e-14,9.087100107419235e-05,1.2931227020044206e-05,1.794120407794253e-14,8.723600247275697e-05,1.2413974728708866e-05
3261,1.9036359377147257e-14,9.115057986301414e-05,1.1589343880138902e-05,1.829647544582258e-14,8.75043971326761e-05,1.1125772703657333e-05
3271,1.9217658037881995e-14,9.143015903147532e-05,1.1687335010908803e-05,1.829647544582258e-14,8.777279215426148e-05,1.1219838988019148e-05
3281,1.9942852680820938e-14,9.170973857740033e-05,2.9259222642407442e-06,1.900701818158268e-14,8.804118753520384e-05,2.808885209404366e-06
3291,1.939895669861673e-14,9.198931850350862e-05,1.652397765601062e-05,1.865174681370263e-14,8.830958327816773e-05,1.586302379212867e-05
3301,1.8855060716412523e-14,9.226889880834981e-05,8.02547137306503e-06,1.8118839761882553e-14,8.857797938155443e-05,7.704451281576042e-06
3311,1.649817812686096e-14,9.254847949065482e-05,8.226288337049861e-06,1.580957587066223e-14,8.884637584412047e-05,7.897238102749782e-06
3321,1.758597009126937e-14,9.282806055042364e-05,2.015387479158947e-05,1.6697754290362355e-14,8.911477266639877e-05,1.9347727598351126e-05
3331,1.5229087501717807e-14,9.310764198946925e-05,3.7212376172331386e-06,1.4566126083082053e-14,8.938316984963279e-05,3.572387846872971e-06
3341,1.5229087501717807e-14,9.338722380851686e-05,1.81050668761827e-05,1.4566126083082053e-14,8.96515673947107e-05,1.7380870494676514e-05
3351,1.6679476787595693e-14,9.366680600394049e-05,2.0864321711831724e-05,1.5987211554602254e-14,8.991996529807977e-05,2.0029757201278642e-05
3361,1.812986607347358e-14,9.394638857972871e-05,4.383149322114454e-07,1.7408297026122456e-14,9.018836356347037e-05,4.207823312896153e-07
3371,1.6135580805391487e-14,9.422597153370594e-05,2.4639252542268624e-05,1.5454304502782178e-14,9.045676218910614e-05,2.3653694096381626e-05
3381,1.649817812686096e-14,9.450555486623476e-05,1.770325401332424e-05,1.580957587066223e-14,9.072516117516471e-05,1.6995129869989968e-05
3391,1.7042074109065165e-14,9.47851385780404e-05,7.703730075366593e-07,1.6342482922482303e-14,9.099356052217899e-05,7.39558098494797e-07
3401,1.5772983483922016e-14,9.506472266948542e-05,2.664700762242372e-05,1.509903313490213e-14,9.126196023085953e-05,2.5581140950237113e-05
3411,1.72233727697999e-14,9.534430713748775e-05,1.0738656116863385e-05,1.652011860642233e-14,9.153036029783124e-05,1.0309112086126504e-05
3421,1.812986607347358e-14,9.562389198585469e-05,2.1187660652851662e-07,1.7230661342182428e-14,9.179876072700211e-05,2.034015414764667e-07
3431,1.8311164734208314e-14,9.590347721114153e-05,2.411959921289073e-05,1.7408297026122456e-14,9.206716151499705e-05,2.3154826413573915e-05
3441,2.1755839288168296e-14,9.618306281407349e-05,1.1223887171851011e-06,2.078337502098293e-14,9.233556266252663e-05,1.0774931926249565e-06
3451,2.3387527234780917e-14,9.646264879737004e-05,2.556043838078277e-06,2.2382096176443155e-14,9.260396417207773e-05,2.4538019593123296e-06
3461,2.2299735270372502e-14,9.674223516048728e-05,1.8168851416508358e-05,2.1316282072803006e-14,9.287236604347271e-05,1.7442103697717927e-05
3471,2.1755839288168296e-14,9.702182190016184e-05,9.16629018962526e-06,2.078337502098293e-14,9.31407682733365e-05,8.799636968959135e-06
3481,2.3024929913311446e-14,9.730140901730021e-05,4.793602760392908e-06,2.2026824808563106e-14,9.340917086237965e-05,4.601858208985732e-06
3491,2.501921518139354e-14,9.758099651697876e-05,1.0658359614998885e-05,2.398081733190338e-14,9.367757381575358e-05,1.0232027411305467e-05
3501,2.3568825895515655e-14,9.78605843957528e-05,1.7828583285540073e-05,2.255973186038318e-14,9.394597713026087e-05,1.7115433851166982e-05
3511,2.3024929913311446e-14,9.814017264908988e-05,5.33910249495829e-06,2.2026824808563106e-14,9.421438080110533e-05,5.125537847838757e-06
3521,2.157454062743356e-14,9.841976128188506e-05,3.6325882139668763e-06,2.0605739337042905e-14,9.448278483326078e-05,3.487284938685775e-06
3531,2.066804732375988e-14,9.869935029431963e-05,2.2860890345171245e-05,1.971756091734278e-14,9.475118922690484e-05,2.1946444696929745e-05
3541,2.1030644645229353e-14,9.89789396854871e-05,3.0618188195192526e-06,2.007283228522283e-14,9.501959398114935e-05,2.9393458868653964e-06
3551,1.9942852680820938e-14,9.925852945448098e-05,1.2824938170289807e-06,1.900701818158268e-14,9.52879990951061e-05,1.2311940327691672e-06
3561,2.0486748663025144e-14,9.953811960347686e-05,2.309901187890094e-05,1.9539925233402755e-14,9.555640457072911e-05,2.2175041159222532e-05
3571,1.9580255359351466e-14,9.981771012921134e-05,2.276701141448855e-06,1.8829382497642654e-14,9.58248104051762e-05,2.1856331953173935e-06
3581,2.030545000229041e-14,0.00010009730103712343,3.3267315684868576e-06,1.9539925233402755e-14,9.609321660342118e-05,3.193662093359251e-06
3591,2.3024929913311446e-14,0.00010037689232195541,1.8534027843593505e-05,2.2026824808563106e-14,9.636162316049024e-05,1.7792660134396953e-05
3601,2.3206228574046183e-14,0.0001006564839849764,9.86138947516011e-06,2.220446049250313e-14,9.663003007762683e-05,9.466935763136063e-06
3611,2.411272187771986e-14,0.00010093607602546119,2.768602314671374e-06,2.3092638912203256e-14,9.689843735429803e-05,2.6578580751390744e-06
3621,2.5200513842128276e-14,0.000101215668444135,1.030842632225439e-05,2.4158453015843406e-14,9.716684499085914e-05,9.896087229144257e-06
3631,2.3387527234780917e-14,0.0001014952612431734,1.7995728826257544e-05,2.2382096176443155e-14,9.743525298944178e-05,1.7275905890912214e-05
3641,2.1211943305964087e-14,0.00010177485441931302,7.394848245624212e-07,2.0250467969162856e-14,9.770366134720376e-05,7.099054212034162e-07
3651,1.7948567412738842e-14,0.00010205444797382294,3.94456457761013e-07,1.7053025658242404e-14,9.797207006521092e-05,3.7867819653314426e-07
3661,1.7042074109065165e-14,0.00010233404190887874,2.4561105419605815e-05,1.6342482922482303e-14,9.824047914559486e-05,2.3578672784729803e-05
3671,1.4503892858778863e-14,0.00010261363622448044,1.202940646925439e-06,1.3855583347321953e-14,9.850888858817797e-05,1.1548230487434807e-06
3681,1.1421815626288356e-14,0.00010289323091464517,8.950659372625547e-06,1.0835776720341527e-14,9.877729838745353e-05,8.59263453580894e-06
3691,1.0877919644084148e-14,0.0001031728259835428,2.7628152086265514e-05,1.0302869668521452e-14,9.904570854697425e-05,2.6523040657977504e-05
3701,1.1421815626288356e-14,0.00010345242143262373,1.6406874843159386e-06,1.0835776720341527e-14,9.931411906887178e-05,1.5750600365294077e-06
3711,1.1784412947757827e-14,0.00010373201726188794,1.5793604074145742e-05,1.1191048088221578e-14,9.958252995243556e-05,1.5161864700097282e-05
3721,1.3234802233635712e-14,0.00010401161346734687,2.6036705424808742e-05,1.2612133559741778e-14,9.98509411942905e-05,2.499525022336968e-05
3731,1.1059218304818884e-14,0.00010429121005353299,1.906194569453943e-07,1.0480505352461478e-14,0.00010011935279887751,1.8299467807736391e-07
3741,1.287220491216624e-14,0.00010457080701827073,1.902174148242152e-05,1.2256862191861729e-14,0.00010038776476353206,1.8260878769993383e-05
3751,1.1421815626288356e-14,0.00010485040435992837,1.9768719439554173e-05,1.1013412404281553e-14,0.00010065617708718833,1.897797816514668e-05
3761,9.790127679675733e-15,0.00010513000208068151,4.105115641882541e-06,9.414691248821327e-15,0.00010092458977162266,3.940910692712407e-06
3771,1.0515322322614677e-14,0.00010540960017980495,1.8586630294073005e-05,9.947598300641402e-15,0.0001011930028164798,1.7843171715092864e-05
3781,1.1784412947757827e-14,0.00010568919865802391,9.999527096905511e-06,1.1191048088221578e-14,0.00010146141622211502,9.599547932737097e-06
3791,1.250960759069677e-14,0.00010596879751388796,8.98487302646561e-06,1.2079226507921703e-14,0.00010172982998728486,8.625476555579325e-06
3801,1.1421815626288356e-14,0.00010624839674667194,1.5429703161641185e-05,1.1013412404281553e-14,0.00010199824411127878,1.481251960608887e-05
3811,1.2690906251431506e-14,0.0001065279963596392,1.191437924958811e-06,1.2079226507921703e-14,0.00010226665859729423,1.1437803808078684e-06
3821,1.432259419804413e-14,0.00010680759635170196,1.311194188893865e-05,1.3677947663381929e-14,0.00010253507344426538,1.2587460912527603e-05
3831,1.5229087501717807e-14,0.00010708719672267892,1.1120732280479054e-05,1.4566126083082053e-14,0.0001028034886520146,1.0675905363655147e-05
3841,1.4141295537309392e-14,0.00010736679747528957,1.1368005991787004e-05,1.3500311979441903e-14,0.00010307190422302881,1.0913283270852503e-05
3851,1.3053503572900977e-14,0.00010764639860518272,1.4714379741454163e-05,1.2434497875801753e-14,0.00010334032015322237,1.4125800394815258e-05
3861,1.377869821583992e-14,0.0001079260001107267,7.3250546121334234e-06,1.3145040611561854e-14,0.00010360873644135182,7.032053457756149e-06
3871,1.3053503572900977e-14,0.00010820560199844827,1.8383874809749953e-05,1.2434497875801753e-14,0.00010387715309292389,1.7648513328438754e-05
3881,1.2690906251431506e-14,0.00010848520426163936,1.2557574961066315e-05,1.2079226507921703e-14,0.00010414557010225422,1.2055268934929585e-05
3891,1.5410386162452544e-14,0.00010876480690592023,5.2655310981246915e-06,1.474376176702208e-14,0.00010441398747431662,5.054910386448341e-06
3901,1.5047788840983072e-14,0.00010904440992585192,2.09410148107144e-05,1.4210854715202004e-14,0.00010468240520378203,2.010336579854055e-05
3911,1.2328308929962035e-14,0.0001093240133277799,6.395043000166953e-06,1.1723955140041652e-14,0.00010495082329722293,6.13924049499559e-06
3921,1.3234802233635712e-14,0.00010960361710844078,5.34489601259399e-06,1.2612133559741778e-14,0.0001052192417512643,5.131100720490167e-06
3931,1.2328308929962035e-14,0.00010988322126710936,1.889995709197411e-05,1.1723955140041652e-14,0.0001054876605650179,1.8143951949767256e-05
3941,1.3053503572900977e-14,0.00011016282580541734,2.8668033581070357e-06,1.2434497875801753e-14,0.00010575607974026014,2.7521313814560244e-06
3951,1.124051696555362e-14,0.00011044243072155174,7.043621153241402e-06,1.0658141036401503e-14,0.00010602449927539226,6.76187725954236e-06
3961,1.1784412947757827e-14,0.00011072203601768811,1.3256991093534529e-05,1.1191048088221578e-14,0.00010629291917219064,1.2726708075483373e-05
3971,1.6135580805391487e-14,0.00011100164169074441,1.334957048466331e-05,1.5454304502782178e-14,0.0001065613394278131,1.2815591086834387e-05
3981,1.72233727697999e-14,0.00011128124773999544,9.122922081639658e-06,1.652011860642233e-14,0.0001068297600415491,8.758006796227846e-06
3991,1.7948567412738842e-14,0.00011156085416961104,5.802755954254751e-06,1.7053025658242404e-14,0.00010709818101748426,5.57064506967464e-06
