period,dK_RK4,dPx_RK4,dK_Boris,dPx_Boris,dK_SP-PINN (frozen),dPx_SP-PINN (frozen),dK_SP-PINN (time-coord),dPx_SP-PINN (time-coord)
667,4.940419930932194e-06,2.137855637185382e-06,0.00011757322075234278,0.023365384364444797,0.021391521435533356,1.6870408723335117e-06,1.0404490720539172e-05,2.6237685055718885e-06
670,4.970241958446309e-06,2.1526476452482513e-06,0.0004944737177012826,0.0032135360579985672,0.00017744733841595917,1.652024127496432e-06,5.238361862502927e-06,2.853139412284378e-06
673,5.000129942978049e-06,2.1674342010058467e-06,0.0004973689486336141,0.002053731139938675,0.021483970060512725,1.6607389590195254e-06,1.559681051332973e-05,7.315090019943682e-06
676,5.045442126094812e-06,2.498875061540673e-06,0.00043131400974782963,0.010826952512409171,3.1782925776768778e-06,6.252559536790159e-08,3.6646241416971037e-06,1.3787011294397189e-05
679,5.029983530135951e-06,2.1822267044502297e-06,9.5211159033326e-05,0.02430303725444638,0.02138941727106136,1.6822410420225253e-06,1.3042570492061145e-05,9.690031155251688e-07
682,5.059805564755493e-06,2.1970113930347424e-06,0.0004942307807356272,0.003296400126620469,0.0001758062638197444,1.5698896416171948e-06,2.066920097298919e-06,4.1260253058617025e-06
685,5.089693552839947e-06,2.2117983762282023e-06,0.0004973851108331928,0.001989527323760676,0.02148619053703449,1.7287522560138768e-06,8.918049434925024e-06,5.3212209694120105e-06
688,5.135005619827382e-06,2.543237081154004e-06,0.00043487047089030284,0.010602203641421504,3.3361135834963918e-06,4.0966018133303805e-08,5.9515026447076735e-06,4.9688641285960955e-06
691,5.119547107135247e-06,2.2265805557086793e-06,7.199055084883277e-05,0.025298182310329764,0.021387370118548077,1.6655219252648124e-06,1.0997719816607798e-05,9.465950570053394e-07
694,5.149369151524752e-06,2.2413704050538996e-06,0.0004939720761321098,0.003380243997982646,0.00017425049598518427,1.6781198928228491e-06,4.954723477723633e-06,4.871731293931703e-07
697,5.179257151155525e-06,2.256151733437406e-06,0.000497399305126045,0.0019256228732751346,0.02148837885550403,1.6107111293628407e-06,1.0741792337398692e-05,1.9992132429536014e-06
700,5.224569091022424e-06,2.587585989699548e-06,0.00043823711389112674,0.010384418939766826,3.400740744896602e-06,1.337290589376039e-08,3.604660626432832e-06,4.890396313683709e-06
703,5.209110668147332e-06,2.2709363878270494e-06,4.809799164950945e-05,0.026352291882986822,0.021385219087798113,1.6560035867030365e-06,1.2227360080885319e-05,2.0867242644939665e-07
706,5.238932718754086e-06,2.2857236001705417e-06,0.0004936967746305143,0.0034651007946759904,0.0001726111486126669,1.5959624299899389e-06,6.255172379177054e-06,5.126467879090768e-06
709,5.268820726378465e-06,2.3005017122379456e-06,0.0004974117042699788,0.0018620032741640813,0.02149050821407883,1.7303970751836317e-06,1.532854664532124e-05,7.513695477356919e-06
712,5.314132532130422e-06,2.631939067798683e-06,0.000441424872665408,0.010173244865023356,3.6849575599795514e-06,1.673505778398976e-11,3.515387988040075e-06,1.1340654702429731e-05
715,5.29867421050767e-06,2.315285926535182e-06,2.381636438086865e-05,0.02746519259755642,0.021383217861125736,1.7232975944025952e-06,1.0963468414004751e-05,2.3897363823355278e-06
718,5.328496268219851e-06,2.3300761859967878e-06,0.0004934040077158031,0.003551004815516734,0.00017101895516180576,1.6107491551675679e-06,1.3179549815944824e-06,6.26448924645473e-06
721,5.358384285614193e-06,2.3448615664722894e-06,0.000497422471727127,0.001798654276128131,0.021492756277591063,1.6543572485261393e-06,8.830983752261545e-06,5.5066235087330995e-06
724,5.403695943595466e-06,2.6762996836460218e-06,0.0004444439617676821,0.009968350842786355,3.6968004618609385e-06,8.166616272120564e-09,7.700314876624148e-06,5.972215169514072e-06
727,5.388237735992618e-06,2.3596468630149303e-06,4.467087366677447e-07,0.028634090124454836,0.021381061514436084,1.6036003729347215e-06,1.170737192257576e-05,1.8010298004078606e-06
730,5.418059805251119e-06,2.3744405477366115e-06,0.000493092865623268,0.0036379916333295625,0.00016943455005424823,1.6681698937759393e-06,4.851473108580251e-06,8.992844251487497e-07
733,5.447947829750888e-06,2.3892250957668892e-06,0.0004974317619330648,0.0017355618529755201,0.021494881641113572,1.6722997540075113e-06,1.1329759905365222e-05,1.337053069150329e-06
736,5.49325933052458e-06,2.720661653743406e-06,0.00044730392986380707,0.00976942743195508,3.957207458604728e-06,3.467347031715917e-08,4.885855923508764e-06,6.601176053777635e-06
739,5.477801243713998e-06,2.4040140249592667e-06,2.41278187079752e-05,0.029852167450002298,0.021379010652905706,1.7355179016131927e-06,1.3310980388148153e-05,2.450359549932557e-06
742,5.507623320966104e-06,2.418803684900439e-06,0.0004927623950896631,0.003726098128528754,0.00016779637336217235,1.5730536127023242e-06,6.785275497023235e-06,6.035730486519952e-06
745,5.537511355235836e-06,2.433592105166582e-06,0.0004974397205241843,0.0016727121828361557,0.021497089521169244,1.6881676851987493e-06,1.4443623852500309e-05,6.071373737981389e-06
748,5.582822685590294e-06,2.7650313081384326e-06,0.00045001370892361336,0.009576184707475122,4.082342221045643e-06,6.0352088659954e-08,3.439217052259025e-06,8.119442203913252e-06
751,5.567364732783631e-06,2.448374782026974e-06,4.647909874477829e-05,0.031106620708142074,0.0213769413806979,1.6419555839419786e-06,9.177047012975947e-06,5.472230300007652e-06
754,5.597186818917521e-06,2.463157273036032e-06,0.0004924115970492693,0.0038153625726620177,0.00016622719353165394,1.6535989104671245e-06,1.0790691806761288e-06,7.193492151724712e-06
757,5.627074863845394e-06,2.477941683620699e-06,0.0004974464845970417,0.0016100916776475849,0.021499262507336248,1.685449453336929e-06,9.26678168600148e-06,4.272272721594916e-06
760,5.672386012456343e-06,2.8093782995508576e-06,0.00045258165956685303,0.009388350746768692,4.237044435750903e-06,6.989445267002736e-08,8.2463948625211e-06,7.854651496330689e-06
763,5.656928205866052e-06,2.492724435754212e-06,6.655218134188345e-05,0.03237600242134686,0.02137480746005771,1.6667032340933474e-06,1.2696478077778295e-05,3.0499535510486453e-06
766,5.6867503026580835e-06,2.5075067757729386e-06,0.0004920394241336723,0.003905824697806537,0.0001646070824934398,1.6251231840236358e-06,4.700217461461875e-06,1.3495395507767682e-06
769,5.716638355579562e-06,2.5222953383696733e-06,0.0004974521829153034,0.0015476869019441786,0.021501457054592166,1.6360945709337216e-06,1.2052866911638205e-05,7.729136843881435e-07
772,5.761949304239344e-06,2.8537354610502774e-06,0.0004550156127294258,0.009205670275653333,4.427253194827507e-06,5.33500723598479e-08,4.871704032405333e-06,7.846793467436441e-06
775,5.74649165852037e-06,2.537087034903962e-06,8.321290006074733e-05,0.03362681340909823,0.021372780096130306,1.702638951828206e-06,1.3682241585932786e-05,3.59903981150822e-06
778,5.776313765082364e-06,2.5518701005644573e-06,0.000491644778054301,0.003997525798021151,0.00016300455594997487,1.601912119175708e-06,6.829290671639399e-06,5.597513406563337e-06
781,5.806201829550162e-06,2.5666576508598382e-06,0.000497456936099816,0.0014854846337162275,0.021503592058197185,1.7431776704324164e-06,1.2779857980760312e-05,3.5066195316346693e-06
784,5.8515125639369e-06,2.8980951858326165e-06,0.00045732290804778586,0.009027903418846073,4.620677434230558e-06,2.090120077014035e-08,3.1990942883641793e-06,4.834039310619431e-06
787,5.836055094299297e-06,2.581441321591882e-06,9.521418569702345e-05,0.0348094901738194,0.02137065814550798,1.6467892594018707e-06,8.097725784139698e-06,7.424749226325744e-06
790,5.865877209743076e-06,2.596223032336198e-06,0.0004912265067442689,0.004090508778271662,0.00016140596161662302,1.6392714352608806e-06,1.404534682336589e-06,6.605429117234607e-06
793,5.895765283980836e-06,2.6110046056349034e-06,0.0004974608568577565,0.0014234718044290329,0.021505860492260886,1.6108283258375877e-06,1.0602710093898793e-05,1.7329964647760931e-06
796,5.941075788440386e-06,2.9424394158983347e-06,0.00045951042922531826,0.00885482455176656,4.7305332362412855e-06,1.2330237275648415e-08,7.634071744755389e-06,1.0244272734105664e-05
799,5.925618514091013e-06,2.625790412658091e-06,0.00010136035929009246,0.03585437074287867,0.021368586990718974,1.6750070370719072e-06,1.3473285626730558e-05,4.118778266004597e-06
802,5.955440640192933e-06,2.6405729560696756e-06,0.0004907834014291623,0.0041848182434600645,0.00015981276314835924,1.6382588674535015e-06,4.453118684466517e-06,1.4394373546444683e-06
805,5.985328725088834e-06,2.6553671359508257e-06,0.000497464050136287,0.001361635527744376,0.02150792736430418,1.717387085653499e-06,1.2320139778587702e-05,7.611335051116441e-07
808,6.030638979304115e-06,2.986803084414902e-06,0.0004615846365307874,0.008686221311513975,5.014989565621519e-06,2.6352614757030324e-08,3.4370957243679e-06,8.30943712326615e-06
811,6.015181916119161e-06,2.6701498265779833e-06,0.00010078614332620361,0.03666896293824884,0.021366500786120568,1.6983200907816354e-06,1.3649948196636785e-05,3.607517132575566e-06
814,6.045004051102865e-06,2.6849347785073974e-06,0.0004903141933567667,0.004280500624043171,0.0001581750958408179,1.5719455190854603e-06,6.405417124710766e-06,4.075678938342264e-06
817,6.074892150209621e-06,2.6997181772348e-06,0.0004974666132646632,0.0012999630441876686,0.021510219417455012,1.6753871130426035e-06,1.0904922716825638e-05,6.123583466965954e-07
820,6.120202133419461e-06,3.0311516581171816e-06,0.0004635515967432724,0.008521893547041026,5.121909694483229e-06,1.8502240184403718e-08,2.5505034015882444e-06,2.2407742541474818e-06
823,6.1047452986073836e-06,2.7144958241187567e-06,9.332939609696389e-05,0.037138800264522764,0.021364436916114116,1.6381592498060371e-06,7.605405270894039e-06,7.712550951000097e-06
826,6.134567442472871e-06,2.7292825950375743e-06,0.000489817550440641,0.004377604281891934,0.00015662997962007097,1.696767228054341e-06,2.327746217112292e-06,4.458578908517197e-06
829,6.164455550461412e-06,2.7440672940581834e-06,0.0004974686361540748,0.001238441727113626,0.021512321935151846,1.6500790500639795e-06,1.2667148895140201e-05,1.5372367707655599e-06
832,6.20976524812189e-06,3.075503874461205e-06,0.0004654170107745159,0.008361652542945297,5.337075105305011e-06,5.200749608746946e-09,6.1379298934571835e-06,1.259261184172189e-05
835,6.194308662443859e-06,2.758853827833363e-06,7.988605122832837e-05,0.03713485088907431,0.021362295304110823,1.6909550464294654e-06,1.4139533662138604e-05,4.38485866727234e-06
838,6.22413082140838e-06,2.7736436409853127e-06,0.0004892920736123685,0.004476179571503813,0.0001549626793568848,1.5574444351962313e-06,3.99141594709107e-06,7.609253196427801e-07
841,6.254018940055062e-06,2.788428995259551e-06,0.0004974702014024501,0.0011770591019972798,0.021514540622323608,1.708684942869354e-06,1.1667853664576455e-05,1.4134259322950982e-06
844,6.299328322634246e-06,3.1198691659017896e-06,0.00046718623909480783,0.00820532018525899,5.586304367644068e-06,2.330987580734245e-08,6.887516338371924e-07,7.837528142928818e-06
847,6.28387201206948e-06,2.8032228052143893e-06,6.253046277149288e-05,0.036529758358623265,0.021360309502556518,1.6912125997414762e-06,1.2974230055640135e-05,2.844379808575326e-06
850,6.313694179027607e-06,2.818007443616821e-06,0.0004887362929144601,0.004576278972156622,0.00015341169072424776,1.6586139996999094e-06,5.70283232104174e-06,2.0850768964741917e-06
853,6.343582311885143e-06,2.8327944232575675e-06,0.0004974713844427825,0.0011158027955642247,0.021516713006046295,1.6659777635208428e-06,9.795282088553847e-06,1.869560754430566e-06
856,6.388891357955728e-06,3.1642328408576503e-06,0.00046886432525283794,0.008052728190562686,5.692597723538917e-06,2.3534707294103896e-08,1.2125500028492553e-06,1.1340945462734453e-06
859,6.373435344819711e-06,2.847585177434553e-06,4.417270145906649e-05,0.03522193696089726,0.02135811024405676,1.619503662286803e-06,8.090823027551153e-06,6.317208181672029e-06
862,6.403257524212336e-06,2.8623697176932694e-06,0.00048814866337298923,0.004677957255576626,0.0001517817448410952,1.6249205052609739e-06,3.706948485948658e-06,1.1805555124588807e-06
865,6.4331456668398346e-06,2.877156365599376e-06,0.0004974722536363885,0.0010546605432961709,0.02151890375848886,1.6598022924974032e-06,1.4425098882497878e-05,4.753167895277244e-06
868,6.478454349201357e-06,3.208595535042491e-06,0.00047045601743533894,0.007903717492259155,5.994201357162332e-06,9.291445390857689e-10,4.414722527990023e-06,1.3984800829813793e-05
871,6.462998654477303e-06,2.8919504273527963e-06,2.7733855719191958e-05,0.033161033831333064,0.021356130476827495,1.7414885287170279e-06,1.4288757316016643e-05,3.489218664665117e-06
874,6.492820842751712e-06,2.9067499025536847e-06,0.0004875275605682461,0.004781271534090692,0.00015018440461034288,1.6025266487140755e-06,3.2513356407193328e-06,8.397429605011553e-07
877,6.522708997813709e-06,2.921537586297873e-06,0.0004974728704096876,0.0009936201926745714,0.021521053607733265,1.7110184802326955e-06,1.0697664998282619e-05,2.5388923687863496e-06
880,6.568017286601169e-06,3.252967881950397e-06,0.0004719657885301487,0.007758137584920277,6.156089219611083e-06,3.5088889127621314e-08,2.7207807957729813e-06,6.9094274373071585e-06
883,6.552561942818613e-06,2.9363073250632254e-06,1.5197781174647318e-05,0.030363969533068413,0.02135397934486072,1.6172105674616688e-06,1.1867516794161759e-05,1.833626474656569e-06
886,6.582384145303877e-06,2.951092104241937e-06,0.00048687127585012036,0.0048862814557839584,0.00014858278145801762,1.6369527819914964e-06,5.028786230987237e-06,3.900663605449495e-07
889,6.612272312800371e-06,2.965872911264711e-06,0.0004974732893083811,0.0009326696850513461,0.02152329410052012,1.6532706501592997e-06,9.484331124909318e-06,3.3950964664075656e-06
892,6.657580184477041e-06,3.2973070844821706e-06,0.00047339785455591255,0.007615845945921684,6.3733319903835906e-06,6.390025575342406e-08,6.836044705860189e-07,1.6907136903832054e-06
895,6.642125217837247e-06,2.9806640733376355e-06,7.098514262615652e-06,0.026912646561083164,0.021351927583609154,1.69800183780211e-06,9.724166559976766e-06,3.6417060393922895e-06
898,6.67194743186883e-06,2.9954456839398347e-06,0.000486178011288807,0.0049930493900425255,0.0001469897403341136,1.6387636572190445e-06,5.161581713153396e-06,2.324959706090368e-06
901,6.701835613576179e-06,3.0102384152019823e-06,0.000497473558101369,0.000871797006093189,0.021525410502370335,1.6688860191571564e-06,1.538958640878718e-05,7.098815727690777e-06
904,6.747143030838565e-06,3.341675290702284e-06,0.0004747561917177734,0.0074767075161852325,6.616981545359835e-06,6.854113321352884e-08,3.043993906715059e-06,1.37612745416682e-05
907,6.731688475092312e-06,3.0250198661541106e-06,2.7270415464686337e-06,0.022933266679351583,0.021349830870567743,1.6762849899265575e-06,1.3301836368384556e-05,1.4169714162015623e-06
910,6.761510700670215e-06,3.039806563576164e-06,0.00048544587427112873,0.0051016404540762395,0.0001453581127028869,1.579341498914033e-06,2.4198459032120923e-06,2.974708777081503e-06
913,6.791398893923883e-06,3.054587282891319e-06,0.0004974737178882194,0.0008109902562425386,0.02152763524613821,1.723540826059633e-06,9.97976916927712e-06,3.6958281988130892e-06
916,6.836705824131428e-06,3.386028080143433e-06,0.0004760445522560275,0.007340594222610353,6.848586562857584e-06,5.1785481014476886e-08,5.879039210121562e-06,6.298862111453474e-06
919,6.821251709254739e-06,3.0693799730752147e-06,8.10447119303781e-07,0.018566735604764073,0.0213477717990207,1.6621075624723147e-06,1.125467572027361e-05,1.0870317104227922e-06
922,6.8510739463789605e-06,3.084183110457772e-06,0.00048467287160036676,0.005212122868218483,0.00014379684355603217,1.6768437500758182e-06,4.5233105687714215e-06,5.879671893804783e-07
925,6.8809621529553056e-06,3.098958394565088e-06,0.0004974738030778525,0.0007502375558359198,0.021529821065690236,1.609389053358612e-06,9.590329234754336e-06,3.736891591277214e-06
928,6.926268562912341e-06,3.430396577019934e-06,0.00047726647894918983,0.007207384530866445,7.0163691286984076e-06,2.2041212410783828e-08,2.556626698457798e-06,3.3750975823032547e-06
931,6.910814930982667e-06,3.1137416722781808e-06,1.653123793410316e-07,0.013942434121149816,0.021345638841379966,1.665687465735033e-06,1.1628375450989381e-05,3.8628252729822066e-07
934,6.9406371796532085e-06,3.12853057793383e-06,0.00048385690332608533,0.005324567938429947,0.00014215741129586235,1.589946070801318e-06,6.351929497050435e-06,5.167420412899304e-06
937,6.9705254031049435e-06,3.1433121625568106e-06,0.0004974738415377544,0.0006895271252576052,0.021531953096386225,1.7396551135195892e-06,1.572700094421009e-05,7.907634001824704e-06
940,7.015831252066285e-06,3.474740576825397e-06,0.00047842531874930927,0.007076962992718316,7.3769342863183596e-06,2.6577584577580637e-09,2.1556386129439886e-06,1.2003254687531495e-05
943,7.000378135835206e-06,3.158099021849381e-06,1.7530678686483725e-08,0.009163006682865404,0.021343628059949715,1.712088933736311e-06,1.1601818472151137e-05,1.4930762475273696e-06
946,7.030200398716602e-06,3.1728908229666786e-06,0.00048299575599575206,0.005439050449117744,0.00014056861517630637,1.6185270705904031e-06,1.762421579343254e-06,4.976200365103267e-06
949,7.060088634602835e-06,3.187676337335077e-06,0.0004974738545673318,0.0006288471874906776,0.0215342116026358,1.643088442637719e-06,9.416198685663346e-06,4.263337380461252e-06
952,7.105393881268185e-06,3.5191188538785667e-06,0.0004795242352280127,0.006949219896952963,7.4740319858657145e-06,2.159421086389557e-09,8.164508928487635e-06,6.388406340374075e-06
955,7.0899413220359975e-06,3.2024706182465223e-06,3.737419262961339e-10,0.004301084778111086,0.021341476774142443,1.608967708399689e-06,1.1370898786111638e-05,9.762044088645894e-07
958,7.11976359824007e-06,3.217258540244572e-06,0.00048208709549513173,0.005555648716015327,0.00013898154297820042,1.6652609406975216e-06,4.169398383879752e-06,8.360619199176966e-07
961,7.149651847448979e-06,3.2320362974846972e-06,0.0004974738569663018,0.0005681860392077187,0.021536323787330502,1.6802100195612013e-06,1.0292207019091393e-05,3.117822522602509e-06
964,7.194956446854306e-06,3.5634675825679807e-06,0.0004805662202604921,0.006824050933911696,7.83797557524224e-06,2.4510399265764704e-08,3.873416200561586e-06,5.582271890958168e-06
967,7.179504490473221e-06,3.2468178152722516e-06,3.8347103270552907e-13,0.0005952429638069745,0.02133943104604885,1.7374381477974765e-06,1.3069097093421078e-05,2.5779445378404375e-06
970,7.209326779999969e-06,3.261607731896987e-06,0.00048112845931580495,0.005674444918041921,0.00013734124155551086,1.5675083315791483e-06,7.107764211866652e-06,6.778150253961002e-06
973,7.239215042531555e-06,3.2763938881963384e-06,0.0004974738570169279,0.0005075319610789997,0.021538550568667603,1.6893704195553028e-06,1.5143897095448722e-05,6.951820969547384e-06
976,7.2845189513781605e-06,3.6078185250421058e-06,0.00048155410475025917,0.006701356785267398,8.036903338060064e-06,5.0541443030738264e-08,1.7080195175989132e-06,9.1226458178717e-06
979,7.269067642035054e-06,3.29116830899423e-06,5.845324224651449e-13,0.0054921056644130495,0.021337360112151593,1.6341727753221846e-06,9.992750195308986e-06,4.529589530788414e-06
982,7.298889943108122e-06,3.3059484059183575e-06,0.0004801172482382654,0.0057955252592103434,0.00013577953506782592,1.665805081429994e-06,1.431698217757571e-06,6.250069096713773e-06
985,7.328778222515098e-06,3.3207317082784016e-06,0.0004974738565488579,0.00044687329237547146,0.021540715365724772,1.6769762780644015e-06,9.316777019208189e-06,3.7279605500373236e-06
988,7.374081386513076e-06,3.6521659307897636e-06,0.00048249056869487106,0.006581042893607059,8.288832902159093e-06,6.665522578330751e-08,9.207061316462983e-06,7.284618492420236e-06
991,7.358630774945141e-06,3.335519930480757e-06,2.831622158971925e-09,0.010357526679695583,0.0213352255929804,1.6730567642397887e-06,1.1735105034382798e-05,1.5169299247830281e-06
994,7.38845309200542e-06,3.350314495387252e-06,0.0004790507174625702,0.005918980330925638,0.00013414908470910092,1.6123545816260076e-06,3.9750688030082415e-06,5.196743322333219e-07
997,7.418341386511429e-06,3.3651068995776967e-06,0.0004974738509195831,0.00038619833749642396,0.02154291256909957,1.647956039629861e-06,1.1443817605538698e-05,2.0882717848280663e-06
1000,7.4636437537023426e-06,3.6965456577942035e-06,0.00048337815043453247,0.00646301915217018,8.580974156235932e-06,5.6059806574637605e-08,4.24638779938924e-06,7.750207406065357e-06
